Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
31;Южно-Сухокумск;Dagestan;Nogayskiy;"[ 0.          0.          0.          0.3907998   0.          0.73857972
  0.          0.54934098  0.          0.          0.          0.
  0.          0.04430446  0.1078334   0.26201988  0.91676936 -0.
 -0.         -0.          0.57186603 -0.         -0.          0.47418684
  0.33326704  0.47275871  1.40409965  0.85596965]";[0.2881653272587564, 0.07681292116105698, 0.11642406552188456, 0.3539004989620569, 0.1670807448087588, 0.5122678065365917, 0.1884017666766859, 0.37425206942271844, 0.0822859273653819, 0.3099505028065324, 0.12644972663806855, 0.0589990468360132, 0.005075613903047298, 0.0871676736258423, 0.06487116010726715, 0.1746032307374794, 0.46517136638850437, 0.09104561483343773, 0.08703090005573573, 0.008051101211505896, 0.21175875347982226, 0.00521803884187534, 0.023700194066913097, 0.25095448473420545, 0.34105958710435835, 0.24700797950278316, 0.6102728283392758, 0.2805814144943245]
32;Южа;Ivanovo;;"[ 0.          0.          0.          0.3616371   0.          0.73578923
  0.          0.57256686  0.          0.          0.          0.
  0.          0.05392171  0.17335699  0.21081289  0.83717493 -0.
 -0.         -0.          0.59489918 -0.         -0.          0.36765081
  0.64138131  0.57526905  1.25396879  0.49118879]";[0.17389384363842228, 0.008297577651586915, 0.016231520090369465, 0.2852335908628301, 0.04771921168047562, 0.632769791472073, 0.04051965021314475, 0.34794548459312574, 0.017339478627683487, 0.3009196552403174, 0.05855103904430931, 0.01101683891363768, 0.0, 0.036519981220496475, 0.11639564118660442, 0.21956193533820254, 0.6731297601530781, 0.25763576027483515, 0.12744967900097418, 0.1830354863651703, 0.3250564092104823, 0.055447992968633064, 0.025292187021169272, 0.2824955409363661, 0.6430053652516532, 0.4441982180057699, 0.8895350462915959, 0.5055211157744591]
33;Северодвинск;Arkhangelsk;Severodvinsk;"[ 0.38458709  0.          0.06459093  0.23155607  0.23155607  0.50428433
  0.22344791  0.21456643  0.          0.59033214  0.20474841  0.
  0.          0.00298073 -0.          0.02497073  0.31716858  0.2256
 -0.         -0.          0.10192421 -0.         -0.         -0.
  0.47267307  0.01745701  0.21588304 -0.        ]";[0.38493147935544414, 0.08166022973430528, 0.1005327629519943, 0.29495696972774255, 0.2443368006538118, 0.4581476100575698, 0.2237299504464724, 0.2219708028394887, 0.07537682512234396, 0.5180415076515433, 0.23346460238568725, 0.03632535604184777, 0.0, 0.021596190984910286, 0.044192006198329914, 0.0944368459711019, 0.3084975685441313, 0.15572456616061578, 0.17321708303189018, 0.03682055865248617, 0.01456060086102093, 0.023180596287154787, 0.003009384643949207, 0.06069968531066501, 0.3749349439827675, 0.0747947528743794, 0.2816498107628522, 0.034885477595342176]
34;Вилюйск;Sakha;;"[ 0.37810409  0.          0.          0.          0.          0.41063356
  0.          0.          0.          0.82970921  0.          0.
  0.          0.04800699 -0.          0.18717245  0.46762564  0.7842902
 -0.          0.2580769  -0.         -0.         -0.         -0.
  1.24686445  0.06198076  0.48394403  0.46786671]";[0.3024506121901781, 0.015030370283265346, 0.024871201459580636, 0.17143272210438792, 0.06538955585818582, 0.4922334508394895, 0.06158302545298257, 0.16770491671135368, 0.022426757601338974, 0.5914009632565796, 0.049602797854162356, 0.009224323113800845, 0.006408858307206657, 0.04433593837992825, 0.09383708274440296, 0.21236689191762004, 0.5357984299329522, 0.40731515564433224, 0.18155970458438192, 0.15187689627688214, 0.1464042425617152, 0.08098796201777131, 0.08356478609398366, 0.11501424995775827, 0.8844434664796884, 0.16711798883117224, 0.556037551076219, 0.35877399934641496]
35;Заволжск;Ivanovo;;"[ 0.          0.          0.          0.54925362  0.          0.70139106
  0.          0.45428079  0.          0.          0.          0.
  0.         -0.          0.3399274   0.43693284  0.93812331 -0.
 -0.         -0.          0.57826418 -0.          0.11201317  0.46760538
  0.40270391  0.67127812  1.44957118  1.25604505]";[0.17389384363842228, 0.008297577651586915, 0.016231520090369465, 0.2852335908628301, 0.04771921168047562, 0.632769791472073, 0.04051965021314475, 0.34794548459312574, 0.017339478627683487, 0.3009196552403174, 0.05855103904430931, 0.01101683891363768, 0.0, 0.036519981220496475, 0.11639564118660442, 0.21956193533820254, 0.6731297601530781, 0.25763576027483515, 0.12744967900097418, 0.1830354863651703, 0.3250564092104823, 0.055447992968633064, 0.025292187021169272, 0.2824955409363661, 0.6430053652516532, 0.4441982180057699, 0.8895350462915959, 0.5055211157744591]
36;Дюртюли;Bashkortostan;Dyurtyulinsky District;"[ 0.          0.          0.          0.48253547  0.          0.69742779
  0.          0.52986224  0.          0.          0.          0.
  0.         -0.          0.34501633  0.31724581  0.87436517 -0.
 -0.         -0.          0.67473547 -0.          0.16223328  0.59811653
  0.19568694  0.57406528  1.58568496  1.35031144]";[0.33224585142059526, 0.04181226173180896, 0.05611795300645573, 0.36832296538363984, 0.10991834157871576, 0.5030788119298751, 0.17014355125780053, 0.3259599590871168, 0.04618312945232864, 0.34245628771691805, 0.08192919182683753, 0.03499085343572626, 0.012948397893821049, 0.05905275796291857, 0.1675440656765491, 0.26197928349863603, 0.5661234318330319, 0.10873930633332973, 0.14486676146644203, 0.07789332583597135, 0.20340049377166766, 0.06420441730559565, 0.12150714189063234, 0.23988747676655128, 0.1993971666717719, 0.300058664268839, 0.6883399536220544, 0.4340204156196928]
37;Саккырыр;Sakha;Eveno-Bytantayskiy;"[ 0.37810409  0.          0.          0.          0.          0.41063356
  0.          0.          0.          0.82970921  0.          0.
  0.          0.04800699 -0.          0.18717245  0.46762564  0.7842902
 -0.          0.2580769  -0.         -0.         -0.         -0.
  1.24686445  0.06198076  0.48394403  0.46786671]";[0.3024506121901781, 0.015030370283265346, 0.024871201459580636, 0.17143272210438792, 0.06538955585818582, 0.4922334508394895, 0.06158302545298257, 0.16770491671135368, 0.022426757601338974, 0.5914009632565796, 0.049602797854162356, 0.009224323113800845, 0.006408858307206657, 0.04433593837992825, 0.09383708274440296, 0.21236689191762004, 0.5357984299329522, 0.40731515564433224, 0.18155970458438192, 0.15187689627688214, 0.1464042425617152, 0.08098796201777131, 0.08356478609398366, 0.11501424995775827, 0.8844434664796884, 0.16711798883117224, 0.556037551076219, 0.35877399934641496]
38;Лакинск;Vladimir;Sobinskiy;"[ 0.          0.          0.          0.3465975   0.          0.74181614
  0.          0.5740897   0.          0.          0.          0.
  0.          0.05097429  0.18656642  0.19510201  0.82278147 -0.
 -0.         -0.          0.62047947 -0.         -0.          0.45367008
  0.52506694  0.52887522  1.25110862  0.60007182]";[0.2547232586348796, 0.040016026273349624, 0.05911490737311215, 0.28657873029513375, 0.13661771905503714, 0.5620657767242108, 0.10435412859615581, 0.3389654963409083, 0.050609818555169404, 0.3804957802538001, 0.08635383295636345, 0.02577389905175277, 0.00928036928926479, 0.05749847513524738, 0.10012738095082019, 0.157636133744702, 0.4582918757365229, 0.14192460513508962, 0.24475403918060282, 0.19918279789478913, 0.19969644282589422, 0.13885934046260479, 0.026896371238908926, 0.1912514215742715, 0.36167963406967113, 0.2909012306583302, 0.5403159499990244, 0.21983010738403277]
39;Болгар;Tatarstan;Kuybyshev (Spasskiy);"[ 0.          0.          0.          0.46734327  0.          0.72084451
  0.          0.51183344  0.          0.          0.          0.
  0.         -0.          0.15974384  0.34883843  0.9587915  -0.
 -0.         -0.          0.50968663 -0.         -0.          0.42808296
  0.4072188   0.51198735  1.37566102  0.90966237]";[0.26671080098632016, 0.07095956543208994, 0.08967841216219304, 0.3458779760204808, 0.13271194930285884, 0.5258062882491026, 0.1438689973986294, 0.3554228147599126, 0.08282909888039298, 0.3059966967141068, 0.11563979962168294, 0.05196972584028456, 0.02723972388552259, 0.060531297730763725, 0.14076897916108813, 0.19798802550902153, 0.5081196669299238, 0.10664574680667042, 0.23349418022971685, 0.1472778993275499, 0.19702726698824286, 0.09878850859621263, 0.05954507629018049, 0.2530473641901536, 0.3084936220522167, 0.2807931560057873, 0.6521147763219631, 0.46037131278341026]
40;Усть-Кут;Irkutsk;Ust-Kutsky District;"[ 0.36710553  0.18238684  0.2238486   0.3036723   0.29961231  0.3672764
  0.26687387  0.25397534  0.1921637   0.40475779  0.29500113  0.17042092
  0.1115086  -0.          0.03823618 -0.         -0.          0.01751719
  0.60925999  0.02722665 -0.          0.14880742 -0.         -0.
  0.08261361  0.04920454 -0.         -0.        ]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
41;Известковый;Sakha;Momskiy;"[ 0.41269403  0.          0.06625559  0.37200589  0.22009629  0.49258565
  0.29971125  0.30768141  0.          0.44754903  0.10501262  0.
  0.         -0.         -0.          0.27970977  0.48807295  0.02544066
 -0.         -0.          0.08654253 -0.          0.02761397  0.22392855
  0.00904965  0.11694439  0.67407433 -0.        ]";[0.3024506121901781, 0.015030370283265346, 0.024871201459580636, 0.17143272210438792, 0.06538955585818582, 0.4922334508394895, 0.06158302545298257, 0.16770491671135368, 0.022426757601338974, 0.5914009632565796, 0.049602797854162356, 0.009224323113800845, 0.006408858307206657, 0.04433593837992825, 0.09383708274440296, 0.21236689191762004, 0.5357984299329522, 0.40731515564433224, 0.18155970458438192, 0.15187689627688214, 0.1464042425617152, 0.08098796201777131, 0.08356478609398366, 0.11501424995775827, 0.8844434664796884, 0.16711798883117224, 0.556037551076219, 0.35877399934641496]
42;Новомичуринск;Ryazan;Pronskiy;"[ 0.38456141  0.          0.          0.          0.          0.56864206
  0.          0.          0.          0.72715798  0.          0.
  0.         -0.         -0.          0.29838418  0.61660216  0.70637466
 -0.         -0.         -0.         -0.         -0.         -0.
  1.14879358  0.53866465  0.42969528  0.20573928]";[0.32357353336181477, 0.024253877685774392, 0.04558508593721424, 0.20836803817949842, 0.09257877808582926, 0.530563882847121, 0.09313729957643735, 0.2252382943217032, 0.020697898755591165, 0.5647219654671679, 0.09393171107489423, 0.02442056591843649, 0.020896965317732264, 0.03667303477324434, 0.10592769327917168, 0.19462001159012818, 0.5279553272907417, 0.27286417444446603, 0.13440145823015995, 0.08781420649121173, 0.0825656774587335, 0.0580816839371093, 0.08600781572869991, 0.11525230515133104, 0.5888310006532983, 0.23032546597067194, 0.38599715127294026, 0.20173117750273195]
43;Змеиногорск;Altai;;"[ 0.          0.          0.          0.44767551  0.          0.70812063
  0.          0.5460328   0.          0.          0.          0.
  0.          0.00762815  0.38348107  0.26020918  0.80088246 -0.
 -0.         -0.          0.74751056 -0.          0.25802979  0.48121682
  0.08034973  0.69413529  1.52910075  1.18503145]";[0.3775249720441156, 0.06794371737486031, 0.08434099689353776, 0.3547051331504569, 0.15238744963906267, 0.4708820826201472, 0.20448218863880355, 0.2905587338727063, 0.041277606176915844, 0.37108264501140736, 0.13505472581773215, 0.028062440721710467, 0.00727239933966034, 0.049774895250535654, 0.09215113869573381, 0.18320256253518222, 0.408575830554007, 0.2467420047486043, 0.2536553376339973, 0.31159518686719906, 0.15586927247366833, 0.10763301519801094, 0.05812208116299288, 0.17353983689588415, 0.17330426259755713, 0.23495743210631007, 0.5510478158691753, 0.25569838610674617]
44;Петропавловск-Камчатский;Kamchatka;;"[ 0.36156943  0.11549135  0.14162639  0.29553301  0.2948719   0.44057513
  0.0893563   0.3254983   0.14841761  0.48310393  0.31324867  0.
  0.          0.03409109 -0.         -0.          0.46267538  0.24304707
 -0.         -0.         -0.         -0.         -0.         -0.
  1.26164939 -0.          0.45607368 -0.        ]";[0.36156942755417104, 0.1154913455772518, 0.1416263886587948, 0.29553300687605083, 0.2948719041858932, 0.44057513225429895, 0.08935630249570883, 0.32549830223578174, 0.14841760585787447, 0.48310393225651865, 0.3132486717508794, 0.0, 0.0, 0.034091088500694054, 0.0, 0.0, 0.4626753835808776, 0.2430470672254966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2616493877368213, 0.0, 0.45607367935050064, 0.0]
45;Тулун;Irkutsk;Tulun;"[ 0.3832907   0.14719193  0.20231099  0.31876343  0.28329364  0.3924629
  0.27822819  0.28908887  0.16623042  0.41910584  0.26743135  0.11944736
  0.067437    0.08839383 -0.          0.05068165  0.18869657  0.07334047
 -0.         -0.         -0.         -0.         -0.         -0.
  0.56285782  0.05511894  0.21481944 -0.        ]";[0.39756017233716306, 0.12368043332702704, 0.16259324799045807, 0.2921938745274037, 0.22667304302393776, 0.40261269063390087, 0.23810670456550467, 0.2305925766732816, 0.12496689409721261, 0.47402170287748946, 0.20025252631913593, 0.10146104289761688, 0.05033576745950287, 0.07422682377185459, 0.08063923836699888, 0.12418678148187348, 0.24291428406805726, 0.16223429032988762, 0.23973424886583303, 0.08919499014926394, 0.04485891065872644, 0.08133110922698113, 0.0675650982772232, 0.056291258583417346, 0.3474135799269594, 0.12969358781849188, 0.22699973948661592, 0.1620517868582651]
46;Можга;Udmurt;;"[ 0.36989813  0.15119145  0.22572506  0.32308464  0.28867005  0.38498854
  0.27045278  0.28961369  0.18603822  0.41063251  0.24602878  0.16997683
  0.06133593  0.16466315 -0.          0.10212041  0.23390851  0.01813421
 -0.         -0.         -0.         -0.         -0.         -0.
  0.68136999  0.18858716  0.09335356 -0.        ]";[0.37802748512240464, 0.13604725185473884, 0.16645300129726373, 0.30892758656786906, 0.26528795698638363, 0.4050879190500445, 0.2768882879747449, 0.22669998830524918, 0.12718334610133952, 0.4577040765811615, 0.22686027708875764, 0.11436879791639214, 0.07479024691349319, 0.06952739811582297, 0.07425121709034435, 0.14078142359193246, 0.23090094081643367, 0.09895124697181674, 0.22071438003217017, 0.06535490783495732, 0.0, 0.09806246916576293, 0.03182899286492236, 0.0, 0.3504707529623763, 0.2030534066334555, 0.21314921690282249, 0.0]
47;Нижневартовск;Khanty-Mansi;;"[ 0.35616859  0.18172813  0.23105643  0.26543949  0.32350252  0.37987888
  0.21365557  0.25131283  0.20777131  0.41587086  0.35264455  0.11503356
  0.0692571  -0.          0.42308485 -0.         -0.          0.23316307
  1.15954407  0.82240631 -0.          0.34528081  0.07075025  0.11597093
  0.13133941 -0.         -0.         -0.        ]";[0.34216139363004183, 0.07921267588526748, 0.12018681185041909, 0.3288018257627612, 0.21200632947076142, 0.4659829447195596, 0.19881308006112489, 0.2732632804595456, 0.08878650641074153, 0.4097616091279591, 0.21288012867956926, 0.06204654300098346, 0.0325260793205573, 0.024427374393866573, 0.12798374223455766, 0.13390425894028582, 0.32126505452235465, 0.1200813091073844, 0.3413960694590863, 0.13928806573846264, 0.08425774158669963, 0.13681875496446594, 0.08054073004003133, 0.1108082683940434, 0.21514324114664218, 0.17637234997017004, 0.3251195549889091, 0.19281219449872603]
48;Кингисепп;Leningrad;Kingiseppskiy;"[ 0.4021731   0.          0.          0.26600227  0.10791283  0.50094198
  0.24408366  0.          0.          0.65855109  0.10791283  0.
  0.         -0.         -0.          0.45571979  0.65988539  0.45928358
 -0.         -0.         -0.         -0.         -0.         -0.
  0.94706805  0.50267328  0.41692156 -0.        ]";[0.38997979697940827, 0.024792802794884442, 0.04035202084838984, 0.1858274619801395, 0.10459578363936095, 0.48681628867334625, 0.12703229263524526, 0.13143778920066854, 0.021190168691436223, 0.597212796967827, 0.11520415152824028, 0.013271572910288364, 0.0, 0.02584382663478549, 0.018613493590312585, 0.1977316215520973, 0.4107761904265906, 0.34658197045182826, 0.069139540247182, 0.07674759496234415, 0.033814852528893435, 0.03902265815992475, 0.008710403732986153, 0.026635175273217765, 0.5331583367428594, 0.2431170812329113, 0.31572195513165024, 0.16119455167888647]
