;source;target;pass_day;transport;source_lat;source_lng;target_lat;target_lng;target_population;source_population;source_coords;target_coords;source_country;source_county;source_region;target_country;target_county;target_region
119;Киров;Москва;330.6666666666667;avia;58.6035257;49.6639029;55.4792046;37.3273304;11514330.0;31888.0;(49.6639029, 58.6035257);(37.3273304, 55.4792046);Russia;Kirov;Kirov;Russia;Podolsky;Moscow City
120;Новый Уренгой;Тюмень;308.7;avia;66.085196;76.6799167;57.153534;65.542274;581758.0;104144.0;(76.6799167, 66.085196);(65.542274, 57.153534);Russia;Nadymskiy;Yamalo-Nenets;Russia;Tjumen';Tyumen
121;Новосибирск;Санкт-Петербург;322.03333333333336;avia;55.0282171;82.9234509;59.929689;30.361791;4848742.0;30250.0;(82.9234509, 55.0282171);(30.361791, 59.929689);Russia;Novosibirsk;Novosibirsk;Russia;;Saint Petersburg
122;Москва;Сыктывкар;321.3;avia;55.4792046;37.3273304;61.6685237;50.8352024;235006.0;11514330.0;(37.3273304, 55.4792046);(50.8352024, 61.6685237);Russia;Podolsky;Moscow City;Russia;Syktyvkar;Komi
123;Челябинск;Санкт-Петербург;311.5;avia;55.1598408;61.4025547;59.929689;30.361791;4848742.0;31916.0;(61.4025547, 55.1598408);(30.361791, 59.929689);Russia;Chelyabinsk;Chelyabinsk;Russia;;Saint Petersburg
124;Санкт-Петербург;Оренбург;288.56666666666666;avia;59.929689;30.361791;51.767452;55.097118;20663.0;4848742.0;(30.361791, 59.929689);(55.097118, 51.767452);Russia;;Saint Petersburg;Russia;Orenburg;Orenburg
125;Махачкала;Санкт-Петербург;304.7;avia;42.9830241;47.5048717;59.929689;30.361791;4848742.0;577990.0;(47.5048717, 42.9830241);(30.361791, 59.929689);Russia;Makhachkala;Dagestan;Russia;;Saint Petersburg
126;Салехард;Тюмень;298.76666666666665;avia;66.5375387;66.6157469;57.153534;65.542274;581758.0;42494.0;(66.6157469, 66.5375387);(65.542274, 57.153534);Russia;Salekhard;Yamalo-Nenets;Russia;Tjumen';Tyumen
127;Барнаул;Москва;283.4;avia;53.347402;83.7784496;55.4792046;37.3273304;11514330.0;635585.0;(83.7784496, 53.347402);(37.3273304, 55.4792046);Russia;Barnaul;Altai;Russia;Podolsky;Moscow City
128;Ижевск;Москва;282.93333333333334;avia;56.866557;53.2094166;55.4792046;37.3273304;11514330.0;628117.0;(53.2094166, 56.866557);(37.3273304, 55.4792046);Russia;Izhevsk;Udmurt;Russia;Podolsky;Moscow City
129;Нижневартовск;Уфа;289.0;avia;60.9339411;76.5814274;54.726288;55.947727;1062300.0;251860.0;(76.5814274, 60.9339411);(55.947727, 54.726288);Russia;;Khanty-Mansi;Russia;Ufa;Bashkortostan
130;Москва;Ижевск;293.8333333333333;avia;55.4792046;37.3273304;56.866557;53.2094166;628117.0;11514330.0;(37.3273304, 55.4792046);(53.2094166, 56.866557);Russia;Podolsky;Moscow City;Russia;Izhevsk;Udmurt
131;Санкт-Петербург;Воронеж;282.9;avia;59.929689;30.361791;51.6605982;39.2005858;19738.0;4848742.0;(30.361791, 59.929689);(39.2005858, 51.6605982);Russia;;Saint Petersburg;Russia;Voronezh;Voronezh
132;Сургут;Санкт-Петербург;273.3333333333333;avia;61.254032;73.3964;59.929689;30.361791;4848742.0;38922.0;(73.3964, 61.254032);(30.361791, 59.929689);Russia;;Khanty-Mansi;Russia;;Saint Petersburg
133;Магадан;Москва;277.93333333333334;avia;59.5604768;150.7988617;55.4792046;37.3273304;11514330.0;95925.0;(150.7988617, 59.5604768);(37.3273304, 55.4792046);Russia;Magadan;Magadan;Russia;Podolsky;Moscow City
134;Екатеринбург;Сочи;272.6666666666667;avia;56.839104;60.60825;43.5854823;39.723109;343285.0;1377738.0;(60.60825, 56.839104);(39.723109, 43.5854823);Russia;Ekaterinburg;Sverdlovsk;Russia;Sochi;Krasnodar
135;Сочи;Екатеринбург;287.03333333333336;avia;43.5854823;39.723109;56.839104;60.60825;1377738.0;343285.0;(39.723109, 43.5854823);(60.60825, 56.839104);Russia;Sochi;Krasnodar;Russia;Ekaterinburg;Sverdlovsk
136;Оренбург;Санкт-Петербург;275.73333333333335;avia;51.767452;55.097118;59.929689;30.361791;4848742.0;20663.0;(55.097118, 51.767452);(30.361791, 59.929689);Russia;Orenburg;Orenburg;Russia;;Saint Petersburg
137;Санкт-Петербург;Сургут;270.26666666666665;avia;59.929689;30.361791;61.254032;73.3964;38922.0;4848742.0;(30.361791, 59.929689);(73.3964, 61.254032);Russia;;Saint Petersburg;Russia;;Khanty-Mansi
138;Надым;Москва;250.33333333333331;avia;65.5336238;72.5113955;55.4792046;37.3273304;11514330.0;46550.0;(72.5113955, 65.5336238);(37.3273304, 55.4792046);Russia;Nadymsky District;Yamalo-Nenets;Russia;Podolsky;Moscow City
139;Воронеж;Санкт-Петербург;248.66666666666663;avia;51.6605982;39.2005858;59.929689;30.361791;4848742.0;19738.0;(39.2005858, 51.6605982);(30.361791, 59.929689);Russia;Voronezh;Voronezh;Russia;;Saint Petersburg
140;Санкт-Петербург;Омск;246.7;avia;59.929689;30.361791;54.991375;73.371529;25905.0;4848742.0;(30.361791, 59.929689);(73.371529, 54.991375);Russia;;Saint Petersburg;Russia;Omsk;Omsk
141;Тюмень;Салехард;250.5;avia;57.153534;65.542274;66.5375387;66.6157469;42494.0;581758.0;(65.542274, 57.153534);(66.6157469, 66.5375387);Russia;Tjumen';Tyumen;Russia;Salekhard;Yamalo-Nenets
142;Салехард;Москва;259.03333333333336;avia;66.5375387;66.6157469;55.4792046;37.3273304;11514330.0;42494.0;(66.6157469, 66.5375387);(37.3273304, 55.4792046);Russia;Salekhard;Yamalo-Nenets;Russia;Podolsky;Moscow City
143;Тюмень;Новый Уренгой;240.4;avia;57.153534;65.542274;66.085196;76.6799167;104144.0;581758.0;(65.542274, 57.153534);(76.6799167, 66.085196);Russia;Tjumen';Tyumen;Russia;Nadymskiy;Yamalo-Nenets
144;Нижневартовск;Новосибирск;236.33333333333331;avia;60.9339411;76.5814274;55.0282171;82.9234509;30250.0;251860.0;(76.5814274, 60.9339411);(82.9234509, 55.0282171);Russia;;Khanty-Mansi;Russia;Novosibirsk;Novosibirsk
145;Москва;Кемерово;233.5;avia;55.4792046;37.3273304;55.355125;86.087234;532884.0;11514330.0;(37.3273304, 55.4792046);(86.087234, 55.355125);Russia;Podolsky;Moscow City;Russia;Kemerovo;Kemerovo
146;Ханты-Мансийск;Москва;238.63333333333333;avia;61.00346;69.019157;55.4792046;37.3273304;11514330.0;20283.0;(69.019157, 61.00346);(37.3273304, 55.4792046);Russia;;Khanty-Mansi;Russia;Podolsky;Moscow City
147;Новосибирск;Нижневартовск;233.9333333333333;avia;55.0282171;82.9234509;60.9339411;76.5814274;251860.0;30250.0;(82.9234509, 55.0282171);(76.5814274, 60.9339411);Russia;Novosibirsk;Novosibirsk;Russia;;Khanty-Mansi
148;Санкт-Петербург;Анапа;243.4;avia;59.929689;30.361791;44.894272;37.316887;58983.0;4848742.0;(30.361791, 59.929689);(37.316887, 44.894272);Russia;;Saint Petersburg;Russia;Anapskiy;Krasnodar
149;Санкт-Петербург;Тюмень;241.53333333333333;avia;59.929689;30.361791;57.153534;65.542274;581758.0;4848742.0;(30.361791, 59.929689);(65.542274, 57.153534);Russia;;Saint Petersburg;Russia;Tjumen';Tyumen
150;Южно-Сахалинск;Москва;238.46666666666667;avia;46.9574273;142.727438;55.4792046;37.3273304;11514330.0;181727.0;(142.727438, 46.9574273);(37.3273304, 55.4792046);Russia;;Sakhalin;Russia;Podolsky;Moscow City
151;Кемерово;Москва;225.7333333333333;avia;55.355125;86.087234;55.4792046;37.3273304;11514330.0;532884.0;(86.087234, 55.355125);(37.3273304, 55.4792046);Russia;Kemerovo;Kemerovo;Russia;Podolsky;Moscow City
152;Нижневартовск;Москва;243.33333333333331;avia;60.9339411;76.5814274;55.4792046;37.3273304;11514330.0;251860.0;(76.5814274, 60.9339411);(37.3273304, 55.4792046);Russia;;Khanty-Mansi;Russia;Podolsky;Moscow City
153;Омск;Санкт-Петербург;241.7333333333333;avia;54.991375;73.371529;59.929689;30.361791;4848742.0;25905.0;(73.371529, 54.991375);(30.361791, 59.929689);Russia;Omsk;Omsk;Russia;;Saint Petersburg
154;Ноябрьск;Москва;224.3;avia;63.2002917;75.4475807;55.4792046;37.3273304;11514330.0;110572.0;(75.4475807, 63.2002917);(37.3273304, 55.4792046);Russia;Purovskiy;Yamalo-Nenets;Russia;Podolsky;Moscow City
155;Уфа;Нижневартовск;241.53333333333333;avia;54.726288;55.947727;60.9339411;76.5814274;251860.0;1062300.0;(55.947727, 54.726288);(76.5814274, 60.9339411);Russia;Ufa;Bashkortostan;Russia;;Khanty-Mansi
156;Москва;Орск;232.16666666666663;avia;55.4792046;37.3273304;51.2305015;58.4738015;238006.0;11514330.0;(37.3273304, 55.4792046);(58.4738015, 51.2305015);Russia;Podolsky;Moscow City;Russia;Orsk;Orenburg
157;Москва;Петропавловск-Камчатский;224.7;avia;55.4792046;37.3273304;53.0199693;158.6472187;179526.0;11514330.0;(37.3273304, 55.4792046);(158.6472187, 53.0199693);Russia;Podolsky;Moscow City;Russia;;Kamchatka
158;Москва;Южно-Сахалинск;221.96666666666667;avia;55.4792046;37.3273304;46.9574273;142.727438;181727.0;11514330.0;(37.3273304, 55.4792046);(142.727438, 46.9574273);Russia;Podolsky;Moscow City;Russia;;Sakhalin
159;Москва;Салехард;224.9333333333333;avia;55.4792046;37.3273304;66.5375387;66.6157469;42494.0;11514330.0;(37.3273304, 55.4792046);(66.6157469, 66.5375387);Russia;Podolsky;Moscow City;Russia;Salekhard;Yamalo-Nenets
160;Москва;Якутск;229.8;avia;55.4792046;37.3273304;62.027287;129.732086;269486.0;11514330.0;(37.3273304, 55.4792046);(129.732086, 62.027287);Russia;Podolsky;Moscow City;Russia;Jakutsk;Sakha
161;Пенза;Москва;221.9333333333333;avia;53.200001;45.0;55.4792046;37.3273304;11514330.0;519592.0;(45.0, 53.200001);(37.3273304, 55.4792046);Russia;Penza;Penza;Russia;Podolsky;Moscow City
162;Анапа;Санкт-Петербург;224.66666666666663;avia;44.894272;37.316887;59.929689;30.361791;4848742.0;58983.0;(37.316887, 44.894272);(30.361791, 59.929689);Russia;Anapskiy;Krasnodar;Russia;;Saint Petersburg
163;Якутск;Москва;217.7;avia;62.027287;129.732086;55.4792046;37.3273304;11514330.0;269486.0;(129.732086, 62.027287);(37.3273304, 55.4792046);Russia;Jakutsk;Sakha;Russia;Podolsky;Moscow City
164;Сургут;Махачкала;219.3;avia;61.254032;73.3964;42.9830241;47.5048717;577990.0;38922.0;(73.3964, 61.254032);(47.5048717, 42.9830241);Russia;;Khanty-Mansi;Russia;Makhachkala;Dagestan
165;Сочи;Казань;223.6;avia;43.5854823;39.723109;55.7823547;49.1242266;1216965.0;343285.0;(39.723109, 43.5854823);(49.1242266, 55.7823547);Russia;Sochi;Krasnodar;Russia;Kazan';Tatarstan
166;Москва;Пенза;209.2;avia;55.4792046;37.3273304;53.200001;45.0;519592.0;11514330.0;(37.3273304, 55.4792046);(45.0, 53.200001);Russia;Podolsky;Moscow City;Russia;Penza;Penza
167;Тюмень;Санкт-Петербург;224.03333333333333;avia;57.153534;65.542274;59.929689;30.361791;4848742.0;581758.0;(65.542274, 57.153534);(30.361791, 59.929689);Russia;Tjumen';Tyumen;Russia;;Saint Petersburg
168;Сургут;Новосибирск;212.8;avia;61.254032;73.3964;55.0282171;82.9234509;30250.0;38922.0;(73.3964, 61.254032);(82.9234509, 55.0282171);Russia;;Khanty-Mansi;Russia;Novosibirsk;Novosibirsk
169;Санкт-Петербург;Красноярск;212.63333333333333;avia;59.929689;30.361791;56.0090968;92.8725147;2180.0;4848742.0;(30.361791, 59.929689);(92.8725147, 56.0090968);Russia;;Saint Petersburg;Russia;Krasnojarsk;Krasnoyarsk
170;Магнитогорск;Москва;203.06666666666663;avia;53.4242184;58.983136;55.4792046;37.3273304;11514330.0;408401.0;(58.983136, 53.4242184);(37.3273304, 55.4792046);Russia;Magnitogorsk;Chelyabinsk;Russia;Podolsky;Moscow City
171;Сургут;Краснодар;199.6;avia;61.254032;73.3964;45.0352566;38.9764814;34926.0;38922.0;(73.3964, 61.254032);(38.9764814, 45.0352566);Russia;;Khanty-Mansi;Russia;Krasnodar;Krasnodar
172;Улан-Удэ;Москва;202.26666666666668;avia;51.8357841;107.5839105;55.4792046;37.3273304;11514330.0;431922.0;(107.5839105, 51.8357841);(37.3273304, 55.4792046);Russia;Ulan-Ude;Buryat;Russia;Podolsky;Moscow City
173;Орск;Москва;195.26666666666668;avia;51.2305015;58.4738015;55.4792046;37.3273304;11514330.0;238006.0;(58.4738015, 51.2305015);(37.3273304, 55.4792046);Russia;Orsk;Orenburg;Russia;Podolsky;Moscow City
174;Москва;Магнитогорск;196.2333333333333;avia;55.4792046;37.3273304;53.4242184;58.983136;408401.0;11514330.0;(37.3273304, 55.4792046);(58.983136, 53.4242184);Russia;Podolsky;Moscow City;Russia;Magnitogorsk;Chelyabinsk
175;Москва;Курган;196.16666666666663;avia;55.4792046;37.3273304;55.51707765;65.4590658;47974.0;11514330.0;(37.3273304, 55.4792046);(65.4590658, 55.51707765);Russia;Podolsky;Moscow City;Russia;Ketovskiy;Kurgan
176;Москва;Улан-Удэ;194.9333333333333;avia;55.4792046;37.3273304;51.8357841;107.5839105;431922.0;11514330.0;(37.3273304, 55.4792046);(107.5839105, 51.8357841);Russia;Podolsky;Moscow City;Russia;Ulan-Ude;Buryat
177;Москва;Надым;190.3;avia;55.4792046;37.3273304;65.5336238;72.5113955;46550.0;11514330.0;(37.3273304, 55.4792046);(72.5113955, 65.5336238);Russia;Podolsky;Moscow City;Russia;Nadymsky District;Yamalo-Nenets
178;Хабаровск;Южно-Сахалинск;196.5;avia;48.481403;135.076935;46.9574273;142.727438;181727.0;42977.0;(135.076935, 48.481403);(142.727438, 46.9574273);Russia;;Khabarovsk;Russia;;Sakhalin
179;Москва;Нижневартовск;185.46666666666667;avia;55.4792046;37.3273304;60.9339411;76.5814274;251860.0;11514330.0;(37.3273304, 55.4792046);(76.5814274, 60.9339411);Russia;Podolsky;Moscow City;Russia;;Khanty-Mansi
180;Сочи;Краснодар;191.66666666666663;avia;43.5854823;39.723109;45.0352566;38.9764814;34926.0;343285.0;(39.723109, 43.5854823);(38.9764814, 45.0352566);Russia;Sochi;Krasnodar;Russia;Krasnodar;Krasnodar
181;Курган;Москва;190.86666666666667;avia;55.51707765;65.4590658;55.4792046;37.3273304;11514330.0;47974.0;(65.4590658, 55.51707765);(37.3273304, 55.4792046);Russia;Ketovskiy;Kurgan;Russia;Podolsky;Moscow City
182;Махачкала;Сургут;185.1;avia;42.9830241;47.5048717;61.254032;73.3964;38922.0;577990.0;(47.5048717, 42.9830241);(73.3964, 61.254032);Russia;Makhachkala;Dagestan;Russia;;Khanty-Mansi
183;Москва;Нальчик;172.13333333333333;avia;55.4792046;37.3273304;43.4883695;43.61056019;240095.0;11514330.0;(37.3273304, 55.4792046);(43.61056019, 43.4883695);Russia;Podolsky;Moscow City;Russia;Nal'chik;Kabardino-Balkar
184;Пермь;Санкт-Петербург;182.7333333333333;avia;58.014965;56.246723;59.929689;30.361791;4848742.0;1000679.0;(56.246723, 58.014965);(30.361791, 59.929689);Russia;Perm';Perm;Russia;;Saint Petersburg
185;Южно-Сахалинск;Хабаровск;177.53333333333333;avia;46.9574273;142.727438;48.481403;135.076935;42977.0;181727.0;(142.727438, 46.9574273);(135.076935, 48.481403);Russia;;Sakhalin;Russia;;Khabarovsk
186;Краснодар;Сочи;171.63333333333333;avia;45.0352566;38.9764814;43.5854823;39.723109;343285.0;34926.0;(38.9764814, 45.0352566);(39.723109, 43.5854823);Russia;Krasnodar;Krasnodar;Russia;Sochi;Krasnodar
187;Нальчик;Москва;172.23333333333332;avia;43.4883695;43.61056019;55.4792046;37.3273304;11514330.0;240095.0;(43.61056019, 43.4883695);(37.3273304, 55.4792046);Russia;Nal'chik;Kabardino-Balkar;Russia;Podolsky;Moscow City
188;Санкт-Петербург;Пермь;173.33333333333337;avia;59.929689;30.361791;58.014965;56.246723;1000679.0;4848742.0;(30.361791, 59.929689);(56.246723, 58.014965);Russia;;Saint Petersburg;Russia;Perm';Perm
189;Новосибирск;Сургут;179.8;avia;55.0282171;82.9234509;61.254032;73.3964;38922.0;30250.0;(82.9234509, 55.0282171);(73.3964, 61.254032);Russia;Novosibirsk;Novosibirsk;Russia;;Khanty-Mansi
190;Новый Уренгой;Новосибирск;165.66666666666666;avia;66.085196;76.6799167;55.0282171;82.9234509;30250.0;104144.0;(76.6799167, 66.085196);(82.9234509, 55.0282171);Russia;Nadymskiy;Yamalo-Nenets;Russia;Novosibirsk;Novosibirsk
191;Москва;Саранск;173.8;avia;55.4792046;37.3273304;54.18671;45.18383;318841.0;11514330.0;(37.3273304, 55.4792046);(45.18383, 54.18671);Russia;Podolsky;Moscow City;Russia;Saransk;Mordovia
192;Сургут;Уфа;174.5;avia;61.254032;73.3964;54.726288;55.947727;1062300.0;38922.0;(73.3964, 61.254032);(55.947727, 54.726288);Russia;;Khanty-Mansi;Russia;Ufa;Bashkortostan
193;Москва;Нижний Новгород;158.03333333333333;avia;55.4792046;37.3273304;56.328571;44.003506;1250615.0;11514330.0;(37.3273304, 55.4792046);(44.003506, 56.328571);Russia;Podolsky;Moscow City;Russia;Nizhniy Novgorod;Nizhny Novgorod
194;Петропавловск-Камчатский;Москва;164.36666666666667;avia;53.0199693;158.6472187;55.4792046;37.3273304;11514330.0;179526.0;(158.6472187, 53.0199693);(37.3273304, 55.4792046);Russia;;Kamchatka;Russia;Podolsky;Moscow City
195;Симферополь (Крым);Ростов-на-Дону;156.13333333333333;avia;44.9521457;34.1024858;47.2213858;39.7114196;1091544.0;332317.0;(34.1024858, 44.9521457);(39.7114196, 47.2213858);Russia;Simferopolska;Crimea;Russia;Rostov-na-Donu;Rostov
196;Казань;Сочи;157.93333333333334;avia;55.7823547;49.1242266;43.5854823;39.723109;343285.0;1216965.0;(49.1242266, 55.7823547);(39.723109, 43.5854823);Russia;Kazan';Tatarstan;Russia;Sochi;Krasnodar
197;Новосибирск;Иркутск;160.53333333333333;avia;55.0282171;82.9234509;52.289597;104.280586;6751.0;30250.0;(82.9234509, 55.0282171);(104.280586, 52.289597);Russia;Novosibirsk;Novosibirsk;Russia;Irkutsk;Irkutsk
198;Иркутск;Бодайбо;154.43333333333334;avia;52.289597;104.280586;57.8500317;114.2038284;15331.0;6751.0;(104.280586, 52.289597);(114.2038284, 57.8500317);Russia;Irkutsk;Irkutsk;Russia;;Irkutsk
199;Нижний Новгород;Москва;153.3;avia;56.328571;44.003506;55.4792046;37.3273304;11514330.0;1250615.0;(44.003506, 56.328571);(37.3273304, 55.4792046);Russia;Nizhniy Novgorod;Nizhny Novgorod;Russia;Podolsky;Moscow City
200;Москва;Ухта;152.46666666666667;avia;55.4792046;37.3273304;63.58317295;53.72050474;99642.0;11514330.0;(37.3273304, 55.4792046);(53.72050474, 63.58317295);Russia;Podolsky;Moscow City;Russia;Ukhta;Komi
201;Бодайбо;Иркутск;153.86666666666667;avia;57.8500317;114.2038284;52.289597;104.280586;6751.0;15331.0;(114.2038284, 57.8500317);(104.280586, 52.289597);Russia;;Irkutsk;Russia;Irkutsk;Irkutsk
202;Сургут;Самара;160.53333333333333;avia;61.254032;73.3964;53.198627;50.113987;1164900.0;38922.0;(73.3964, 61.254032);(50.113987, 53.198627);Russia;;Khanty-Mansi;Russia;Samara;Samara
